,User-Agent,ip,url
260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
261,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
262,127.0.0.1,Livingston,ligo
263,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
264,127.0.0.1,Livingston,ligo
265,127.0.0.1,Livingston,ligo
266,127.0.0.1,Livingston,ligo
267,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
268,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
269,127.0.0.1,Livingston,ligo
270,127.0.0.1,Livingston,etherCAT
271,127.0.0.1,Livingston,etherCAT diagram
272,127.0.0.1,Livingston,picomotor controller
273,127.0.0.1,Livingston,slow controls chassis
274,127.0.0.1,Livingston,slow controls chassis serial 
275,127.0.0.1,Livingston,PZT driver 
276,127.0.0.1,Livingston,PZT driver chassis
277,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
278,127.0.0.1,Livingston,PZT driver chassis
279,127.0.0.1,Livingston,scatter light  
280,127.0.0.1,Livingston,scattering light  
281,127.0.0.1,Livingston,scattering light  
282,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
283,127.0.0.1,Livingston,scattering light 
284,127.0.0.1,Livingston,scattering light 
285,127.0.0.1,Livingston,baffle 
286,127.0.0.1,Livingston,PD electroncs
287,127.0.0.1,Livingston,SQZ PD electroncs
288,127.0.0.1,Livingston,SQZ PD electronics
289,127.0.0.1,Livingston,earthquake control
290,127.0.0.1,Livingston,arnaud 
291,127.0.0.1,Livingston,nikhil
292,127.0.0.1,Livingston,suspension models
293,127.0.0.1,Livingston,crossbeam design 
294,127.0.0.1,Livingston,finesse
295,127.0.0.1,Livingston,cavity locking 
296,127.0.0.1,Livingston,arm length stabilization
297,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
298,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
299,127.0.0.1,Livingston,duncan brown thesis
300,127.0.0.1,Livingston,ham chamber
301,127.0.0.1,Livingston,ham chamber
302,127.0.0.1,Livingston,ham chamber
303,127.0.0.1,Livingston,hardware
304,127.0.0.1,Livingston,hardware
305,127.0.0.1,Livingston,hardware electronic chassis
306,127.0.0.1,Livingston,CDS 
307,127.0.0.1,Livingston,CDS update
308,127.0.0.1,Livingston,CDS update seismic
309,127.0.0.1,Livingston,CDS  server
310,127.0.0.1,Livingston,CDS  server error
311,127.0.0.1,Livingston,etherCAT error 
312,127.0.0.1,Livingston,PCAT error 
313,127.0.0.1,Livingston,noise budget 
314,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
315,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
316,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
317,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
318,127.0.0.1,Livingston,ligo
319,127.0.0.1,Livingston,ligo
320,127.0.0.1,Livingston,ligo
321,127.0.0.1,Livingston,ligo
322,127.0.0.1,Livingston,ligo
323,127.0.0.1,Livingston,ligo
324,127.0.0.1,Livingston,ligo
325,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
326,127.0.0.1,Livingston,ligo
327,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
328,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
329,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
331,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
332,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
333,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
334,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
335,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
336,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
337,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
338,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
339,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
340,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
341,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
342,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
343,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
344,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
345,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
346,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
347,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
348,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
349,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
350,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
351,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
352,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
353,127.0.0.1,Hanford,ligo
354,127.0.0.1,Hanford,ligo
355,127.0.0.1,Livingston,ligo
356,127.0.0.1,Virgo,ligo
357,127.0.0.1,Hanford,ligo
358,127.0.0.1,Livingston,ligo
359,127.0.0.1,Virgo,ligo
360,127.0.0.1,Livingston,ligo
361,127.0.0.1,Livingston,ligo
362,127.0.0.1,Livingston,ligo
363,127.0.0.1,Livingston,ligo
364,127.0.0.1,Livingston,ligo
365,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
366,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
367,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
368,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/vauthors_titles
369,127.0.0.1,Hanford,ligo
370,127.0.0.1,Livingston,ligo
371,127.0.0.1,Livingston,ligo
372,127.0.0.1,Virgo,ligo
373,127.0.0.1,Virgo,ligo
374,127.0.0.1,Virgo,ligo
375,127.0.0.1,Livingston,ligo
376,127.0.0.1,Hanford,ligo
377,127.0.0.1,Hanford,ligo
378,127.0.0.1,Livingston,ligo
379,127.0.0.1,Virgo,ligo
380,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
381,127.0.0.1,Hanford,what is ligo
382,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
383,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
384,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
385,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
386,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
387,127.0.0.1,Hanford,ligo
388,127.0.0.1,Hanford,ligo
389,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
390,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/hauthors_titles
391,127.0.0.1,Hanford,ligo
392,127.0.0.1,Hanford,ligo
393,127.0.0.1,Hanford,ligo
394,127.0.0.1,Hanford,ligo
395,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
396,127.0.0.1,Livingston,ligo
397,127.0.0.1,Livingston,ligo
398,127.0.0.1,Livingston,ligo
399,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
400,127.0.0.1,Livingston,ligo
401,127.0.0.1,Livingston,ligo
402,127.0.0.1,Livingston,ligo
403,127.0.0.1,Livingston,ligo
404,127.0.0.1,Livingston,ligo
405,127.0.0.1,Livingston,ligo
406,127.0.0.1,Livingston,ligo
407,127.0.0.1,Livingston,ligo
408,127.0.0.1,Livingston,ligo
409,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
410,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
411,127.0.0.1,Livingston,ligo
412,127.0.0.1,Livingston,ligo
413,127.0.0.1,Livingston,ligo
414,127.0.0.1,Livingston,ligo
415,127.0.0.1,Livingston,ligo
416,127.0.0.1,Livingston,ligo
417,127.0.0.1,Livingston,ligo
418,127.0.0.1,Livingston,ligo
419,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
421,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
422,127.0.0.1,Livingston,ligo
423,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
424,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
425,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
426,127.0.0.1,Livingston,ligo
427,127.0.0.1,Livingston,ligo
428,127.0.0.1,Livingston,ligo
429,127.0.0.1,Livingston,ligo
430,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
431,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
432,127.0.0.1,Livingston,ligo
433,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
434,127.0.0.1,Livingston,ligo
435,127.0.0.1,Livingston,ligo
436,127.0.0.1,Livingston,ligo
437,127.0.0.1,Livingston,ligo
438,127.0.0.1,Livingston,ligo
439,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
440,127.0.0.1,Livingston,ligo
441,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
442,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
443,127.0.0.1,Livingston,ligo
444,127.0.0.1,Livingston,ligo
445,127.0.0.1,Livingston,ligo
446,127.0.0.1,Livingston,ligo
447,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
448,127.0.0.1,Livingston,ligo
449,127.0.0.1,Livingston,ligo
450,127.0.0.1,Livingston,ligo
451,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
452,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
453,127.0.0.1,Livingston,ligo
454,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
455,127.0.0.1,Livingston,ligo'
456,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
457,127.0.0.1,Livingston,ligo
458,127.0.0.1,Livingston,ligo
459,127.0.0.1,Livingston,ligo
460,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
461,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
462,127.0.0.1,Livingston,ligo
463,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
464,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
465,127.0.0.1,Livingston,ligo
466,127.0.0.1,Livingston,ligo
467,127.0.0.1,Livingston,ligo
468,127.0.0.1,Livingston,ligo
469,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
470,127.0.0.1,Livingston,ligo
471,127.0.0.1,Livingston,ligo
472,127.0.0.1,Livingston,ligo
473,127.0.0.1,Livingston,ligo
474,127.0.0.1,Livingston,ligo
475,127.0.0.1,Livingston,virgo
476,127.0.0.1,Livingston,spark
477,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
478,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
479,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
480,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
481,127.0.0.1,Livingston,ligo
482,127.0.0.1,Livingston,ligo
483,127.0.0.1,Livingston,ligo
484,127.0.0.1,Livingston,ligo
485,127.0.0.1,Livingston,ligo
486,127.0.0.1,Livingston,ligo
487,127.0.0.1,Livingston,ligo
488,127.0.0.1,Livingston,ligo
489,127.0.0.1,Livingston,ligo
490,127.0.0.1,Livingston,ligo
491,127.0.0.1,Livingston,ligo
492,127.0.0.1,Livingston,ligo
493,127.0.0.1,Livingston,ligo
494,127.0.0.1,Livingston,ligo
495,127.0.0.1,Livingston,ligo
496,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
497,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
498,127.0.0.1,Livingston,ligo
499,127.0.0.1,Livingston,ligo
500,127.0.0.1,Livingston,ligo
501,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
502,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
503,127.0.0.1,Livingston,ligo
504,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
505,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
506,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
507,127.0.0.1,Livingston,ligo
508,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/
509,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
510,127.0.0.1,Livingston,ligo
511,127.0.0.1,Livingston,ligo
512,127.0.0.1,Livingston,ligo
513,127.0.0.1,Livingston,ligo
514,127.0.0.1,Livingston,ligo
515,127.0.0.1,Livingston,ligo
516,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
517,127.0.0.1,Livingston,ligo
518,127.0.0.1,Livingston,ligo
519,127.0.0.1,Livingston,ligo
520,127.0.0.1,Livingston,ligo
521,127.0.0.1,Livingston,ligo
522,127.0.0.1,Livingston,ligo
523,127.0.0.1,Livingston,ligo
524,127.0.0.1,Livingston,ligo
525,127.0.0.1,Livingston,ligo
526,127.0.0.1,Livingston,ligo
527,127.0.0.1,Livingston,ligo
528,127.0.0.1,Livingston,ligo
529,127.0.0.1,Livingston,ligo
530,127.0.0.1,Livingston,ligo
531,127.0.0.1,Livingston,ligo
532,127.0.0.1,Livingston,ligo
533,127.0.0.1,Livingston,ligo
534,127.0.0.1,Livingston,ligo
535,127.0.0.1,Livingston,ligo
536,127.0.0.1,Livingston,ligo
537,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
538,127.0.0.1,Livingston,
539,127.0.0.1,Livingston,ligo
540,127.0.0.1,Livingston,ligo
541,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
542,127.0.0.1,Livingston,ligo
543,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
544,127.0.0.1,Livingston,
545,127.0.0.1,Livingston,ligo
546,127.0.0.1,Livingston,ligo
547,127.0.0.1,Livingston,ligo
548,127.0.0.1,Livingston,ligo
549,127.0.0.1,Livingston,ligo
550,127.0.0.1,Livingston,ligo
551,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
552,127.0.0.1,Livingston,ligo
553,127.0.0.1,Livingston,ligo
554,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
555,127.0.0.1,Livingston,ligo
556,127.0.0.1,Livingston,ligo
557,127.0.0.1,Livingston,ligo
558,127.0.0.1,Livingston,ligo
559,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
560,127.0.0.1,Livingston,ligo
561,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
562,127.0.0.1,Livingston,
563,127.0.0.1,Livingston,ligo
564,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
565,127.0.0.1,Livingston,ligo
566,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
567,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
568,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
569,127.0.0.1,Livingston,ligo
570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
571,127.0.0.1,Livingston,ligo
572,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
573,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
574,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",127.0.0.1,/lauthors_titles
